org,year,month,procurement_stage,ada,issue_date,decision_type,subject,url,amount,amount_source,supplier_name,supplier_tax_id,signer,unit
50226,2020,1,other,ΨΛΨΓΟΡΗ9-Ω6Π,2020-01-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΛΨΓΟΡΗ9-Ω6Π,,,,,,
50226,2020,1,other,ΨΩΥΖΟΡΗ9-Ω09,2020-01-03,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/ΨΩΥΖΟΡΗ9-Ω09,,,,,,
50226,2020,1,other,ΩΞΞΖΟΡΗ9-ΙΘΘ,2020-01-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΞΞΖΟΡΗ9-ΙΘΘ,,,,,,
50226,2020,1,other,ΩΣΦ8ΟΡΗ9-ΧΧΗ,2020-01-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΣΦ8ΟΡΗ9-ΧΧΗ,,,,,,
50226,2020,1,other,63ΝΓΟΡΗ9-3ΘΚ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/63ΝΓΟΡΗ9-3ΘΚ,,,,,,
50226,2020,1,other,65Β1ΟΡΗ9-Σ9Τ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/65Β1ΟΡΗ9-Σ9Τ,,,,,,
50226,2020,1,other,66Α4ΟΡΗ9-4ΜΔ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/66Α4ΟΡΗ9-4ΜΔ,,,,,,
50226,2020,1,other,6ΖΦΥΟΡΗ9-ΩΚΨ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΖΦΥΟΡΗ9-ΩΚΨ,,,,,,
50226,2020,1,other,6Ο85ΟΡΗ9-ΚΨΙ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6Ο85ΟΡΗ9-ΚΨΙ,,,,,,
50226,2020,1,other,6ΡΔΑΟΡΗ9-ΩΜΙ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΡΔΑΟΡΗ9-ΩΜΙ,,,,,,
50226,2020,1,other,Ψ7ΓΖΟΡΗ9-Β2Ζ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/Ψ7ΓΖΟΡΗ9-Β2Ζ,,,,,,
50226,2020,1,other,ΨΟΞΣΟΡΗ9-Δ3Α,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΟΞΣΟΡΗ9-Δ3Α,,,,,,
50226,2020,1,other,ΨΤΟ9ΟΡΗ9-Θ3Κ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΤΟ9ΟΡΗ9-Θ3Κ,,,,,,
50226,2020,1,other,ΨΨΚΕΟΡΗ9-Β48,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΨΚΕΟΡΗ9-Β48,,,,,,
50226,2020,1,other,Ω6ΦΧΟΡΗ9-ΠΓ4,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/Ω6ΦΧΟΡΗ9-ΠΓ4,,,,,,
50226,2020,1,other,ΩΒΜΕΟΡΗ9-ΞΒΒ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΒΜΕΟΡΗ9-ΞΒΒ,,,,,,
50226,2020,1,other,ΩΔΣΚΟΡΗ9-1Θ3,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΔΣΚΟΡΗ9-1Θ3,,,,,,
50226,2020,1,other,ΩΝΝ7ΟΡΗ9-8ΞΥ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΝΝ7ΟΡΗ9-8ΞΥ,,,,,,
50226,2020,1,other,ΩΧΦ9ΟΡΗ9-ΚΒΖ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΧΦ9ΟΡΗ9-ΚΒΖ,,,,,,
50226,2020,1,other,ΩΩΓΟΟΡΗ9-ΒΟΔ,2020-01-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΩΓΟΟΡΗ9-ΒΟΔ,,,,,,
50226,2020,1,other,ΩΘΖΜΟΡΗ9-ΟΨ1,2020-01-08,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΤΡΟΠΗΣ ΔΕΣΜΕΥΣΗΣ,https://diavgeia.gov.gr/doc/ΩΘΖΜΟΡΗ9-ΟΨ1,,,,,,
50226,2020,1,other,ΩΞΑΙΟΡΗ9-ΝΚ3,2020-01-08,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΞΑΙΟΡΗ9-ΝΚ3,,,,,,
50226,2020,1,other,6ΦΘΛΟΡΗ9-2Σ2,2020-01-15,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΦΘΛΟΡΗ9-2Σ2,,,,,,
50226,2020,1,other,Ψ1Ν2ΟΡΗ9-ΨΚΖ,2020-01-16,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/Ψ1Ν2ΟΡΗ9-ΨΚΖ,,,,,,
50226,2020,1,other,ΨΘΦΩΟΡΗ9-ΑΩ0,2020-01-16,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΘΦΩΟΡΗ9-ΑΩ0,,,,,,
50226,2020,1,other,6ΗΜΗΟΡΗ9-Η4Ζ,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί ης απευθείας ανάθεσης της συντήρησης και υποστηρίξεως του οικονομικού προγράμματος και του προγράμματος μισθοδοσίας του Λιμενικού Ταμείου Φθ/δας,https://diavgeia.gov.gr/doc/6ΗΜΗΟΡΗ9-Η4Ζ,,,,,,
50226,2020,1,other,6ΤΜΠΟΡΗ9-Κ97,2020-01-20,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΤΜΠΟΡΗ9-Κ97,,,,,,
50226,2020,1,other,6ΥΣΚΟΡΗ9-Χ7Ε,2020-01-20,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΥΣΚΟΡΗ9-Χ7Ε,,,,,,
50226,2020,1,other,97ΛΝΟΡΗ9-4Θ1,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"περί καταβολής στον Γεώργιο Προβόπουλο της 2ης πληρωμής της προμήθειας και εγκατάστασης ηλεκτροπαραγωγού ζεύγους στο λιμένα Στυλίδας, εκ ευρώ (5751,12) με το ΦΠΑ.",https://diavgeia.gov.gr/doc/97ΛΝΟΡΗ9-4Θ1,,,,,,
50226,2020,1,other,9ΠΚΔΟΡΗ9-ΘΥ3,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης επισκευής του περιπολικού οχήματος του Β΄ Λ/Τ Αγίου Κωνσταντίνου ως και την προμήθεια των αντίστοιχων ανταλλακτικών,https://diavgeia.gov.gr/doc/9ΠΚΔΟΡΗ9-ΘΥ3,,,,,,
50226,2020,1,other,ΨΕΤ0ΟΡΗ9-ΙΦΩ,2020-01-20,ΛΟΙΠΕΣ ΑΤΟΜΙΚΕΣ ΔΙΟΙΚΗΤΙΚΕΣ ΠΡΑΞΕΙΣ,περί εγκρίσεως των εκάστοτε σταθερών και διαρκούς ή περιοδικού χαρακτήρα δαπανών του Λιμενικού Ταμείου Φθ/δας για το οικονομικό έτος 2020,https://diavgeia.gov.gr/doc/ΨΕΤ0ΟΡΗ9-ΙΦΩ,,,,,,
50226,2020,1,other,ΨΥΠΟΟΡΗ9-ΥΗΓ,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης προμήθειας και τοποθέτησης οικίσκου προστασίας του ηλεκτροπαραγωγού ζεύγους στο λιμένα Στυλίδας,https://diavgeia.gov.gr/doc/ΨΥΠΟΟΡΗ9-ΥΗΓ,,,,,,
50226,2020,1,other,Ω294ΟΡΗ9-Δ2Π,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,εξόφληση τιμολογίων,https://diavgeia.gov.gr/doc/Ω294ΟΡΗ9-Δ2Π,,,,,,
50226,2020,1,approval,ΩΕΓΣΟΡΗ9-ΓΡ4,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί έγκρισης υπερωριακής εργασίας της υπαλλήλου του Λιμενικού Ταμείου Φθ/δας για το Α΄ εξάμηνο 2020 έτους.,https://diavgeia.gov.gr/doc/ΩΕΓΣΟΡΗ9-ΓΡ4,,,,,,
50226,2020,1,other,ΩΗΧΓΟΡΗ9-ΤΥΞ,2020-01-20,ΑΝΑΘΕΣΗ ΕΡΓΩΝ / ΠΡΟΜΗΘΕΙΩΝ / ΥΠΗΡΕΣΙΩΝ / ΜΕΛΕΤΩΝ,περί αναθέσεως προμήθειας και τοποθέτησης κιγκλιδωμάτων στο λιμενικό Φυλάκιο λιμένα Αγίου Κωνσταντίνου,https://diavgeia.gov.gr/doc/ΩΗΧΓΟΡΗ9-ΤΥΞ,,,,,,
50226,2020,1,other,ΩΛΦΑΟΡΗ9-ΔΥ1,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,"περί εγκρίσεως των εκάστοτε σταθερών και διαρκούς ή περιοδικού χαρακτήρα Της ανάληψης από τον Κ.Α.0000/0831 του Προϋπολογισμού χρήσης 2018 έτους της Υπηρεσίας του Λ.Τ.Φθ/δας, έως του ποσού των 500,00 ευρώ για την κάλυψη της πάσης φύσεως αλληλογραφίας για το έτος 20209.",https://diavgeia.gov.gr/doc/ΩΛΦΑΟΡΗ9-ΔΥ1,500.0,subject:trusted_budget_phrase,,,,
50226,2020,1,other,ΩΜΔΟΟΡΗ9-8ΟΗ,2020-01-20,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης επισκευής αεροθαλάμου και ζωναριού του σκάφους του Λ/Χ Στυλίδας,https://diavgeia.gov.gr/doc/ΩΜΔΟΟΡΗ9-8ΟΗ,,,,,,
50226,2020,1,approval,ΨΘΟΝΟΡΗ9-Χ3Ε,2020-01-29,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης για την προμήθεια διαφόρων μικροϋλικών ετησίως που θα καλύπτουν έκτακτες ανάγκες της Υπηρεσίας μας και δεν κατονομάζονται ειδικά,https://diavgeia.gov.gr/doc/ΨΘΟΝΟΡΗ9-Χ3Ε,,,,,,
50226,2020,1,other,ΨΤΡΖΟΡΗ9-2ΓΞ,2020-01-29,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,περί εγκρίσεως δαπάνης για την προετοιμασία του φακέλου για την διατήρηση πιστοποίησης κατά ISO 9001:2015 των εγκαταστάσεων του λιμένα Στυλίδας ως τερματικού σταθμού χύδην φορτίων,https://diavgeia.gov.gr/doc/ΨΤΡΖΟΡΗ9-2ΓΞ,,,,,,
50226,2020,1,other,ΩΘΨΘΟΡΗ9-1Σ8,2020-01-29,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Δέσμευση πίστωσης για την προμήθεια φωτοτυπιών,https://diavgeia.gov.gr/doc/ΩΘΨΘΟΡΗ9-1Σ8,,,,,,
50226,2020,1,approval,ΩΡΘΞΟΡΗ9-6ΔΨ,2020-01-29,ΕΓΚΡΙΣΗ ΔΑΠΑΝΗΣ,Έγκριση δαπάνης για την άμεση αντιμετώπιση έκτακτων αναγκών της Υπηρεσίας μας και δεν κατονομάζονται ειδικά,https://diavgeia.gov.gr/doc/ΩΡΘΞΟΡΗ9-6ΔΨ,,,,,,
50226,2020,1,other,6ΓΩ1ΟΡΗ9-ΠΣ1,2020-01-30,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6ΓΩ1ΟΡΗ9-ΠΣ1,,,,,,
50226,2020,1,other,9Ψ3ΜΟΡΗ9-ΚΓΣ,2020-01-30,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΣΗ,https://diavgeia.gov.gr/doc/9Ψ3ΜΟΡΗ9-ΚΓΣ,,,,,,
50226,2020,1,other,Ω3ΤΩΟΡΗ9-Ι10,2020-01-30,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΗΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/Ω3ΤΩΟΡΗ9-Ι10,,,,,,
50226,2020,1,other,6Δ06ΟΡΗ9-ΤΜΦ,2020-01-31,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/6Δ06ΟΡΗ9-ΤΜΦ,,,,,,
50226,2020,1,other,6ΛΧΚΟΡΗ9-ΙΝΓ,2020-01-31,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/6ΛΧΚΟΡΗ9-ΙΝΓ,,,,,,
50226,2020,1,other,6Χ3ΤΟΡΗ9-ΜΑ6,2020-01-31,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/6Χ3ΤΟΡΗ9-ΜΑ6,,,,,,
50226,2020,1,other,ΩΥΧΑΟΡΗ9-ΗΤΨ,2020-01-31,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/ΩΥΧΑΟΡΗ9-ΗΤΨ,,,,,,
50226,2020,2,other,648ΩΟΡΗ9-Μ1Φ,2020-02-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/648ΩΟΡΗ9-Μ1Φ,,,,,,
50226,2020,2,other,64ΨΤΟΡΗ9-Υ95,2020-02-03,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/64ΨΤΟΡΗ9-Υ95,,,,,,
50226,2020,2,other,62Χ3ΟΡΗ9-6ΨΚ,2020-02-04,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/62Χ3ΟΡΗ9-6ΨΚ,,,,,,
50226,2020,2,other,6Ω5ΒΟΡΗ9-ΗΒΤ,2020-02-04,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/6Ω5ΒΟΡΗ9-ΗΒΤ,,,,,,
50226,2020,2,other,6ΩΜΟΟΡΗ9-Ρ26,2020-02-04,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/6ΩΜΟΟΡΗ9-Ρ26,,,,,,
50226,2020,2,other,ΩΣΠ0ΟΡΗ9-ΜΤΧ,2020-02-04,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/ΩΣΠ0ΟΡΗ9-ΜΤΧ,,,,,,
50226,2020,2,other,ΩΣΡΒΟΡΗ9-3Λ9,2020-02-04,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/ΩΣΡΒΟΡΗ9-3Λ9,,,,,,
50226,2020,2,other,68Β2ΟΡΗ9-Κ2Τ,2020-02-06,ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ,ΧΡΗΜΑΤΙΚΟ ΕΝΤΑΛΜΑ ΠΛΗΡΩΜΗΣ,https://diavgeia.gov.gr/doc/68Β2ΟΡΗ9-Κ2Τ,,,,,,
50226,2020,2,other,Ψ4Τ7ΟΡΗ9-Τ95,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/Ψ4Τ7ΟΡΗ9-Τ95,,,,,,
50226,2020,2,other,ΨΟΜ5ΟΡΗ9-6ΑΑ,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΨΟΜ5ΟΡΗ9-6ΑΑ,,,,,,
50226,2020,2,other,ΩΑΣΒΟΡΗ9-ΑΡΧ,2020-02-07,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΑΣΒΟΡΗ9-ΑΡΧ,,,,,,
50226,2020,2,other,6Ι2ΕΟΡΗ9-Σ6Η,2020-02-10,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/6Ι2ΕΟΡΗ9-Σ6Η,,,,,,
50226,2020,2,other,ΩΑΛ6ΟΡΗ9-Ι5Μ,2020-02-10,ΑΝΑΛΗΨΗ ΥΠΟΧΡΕΩΣΗΣ,ΑΠΟΦΑΣΗ ΑΝΑΛΥΨΗΣ ΥΠΟΧΡΕΩΣΗΣ,https://diavgeia.gov.gr/doc/ΩΑΛ6ΟΡΗ9-Ι5Μ,,,,,,
